"","customer_no","payment_history_avg_dpd_0_29_bucket","total_diff_lastpaymt_opened_dt","min_months_last_30_plus","utilisation_trend","ratio_currbalance_creditlimit","mean_diff_lastpaymt_opened_dt","payment_history_mean_length"
"2549","2549","0.571428571428571","3628","6","3.85","4.2632","518.285714285714","53.5714285714286"
"2550","2550","0.428571428571429","2672","0","2.88235294117647","2.45007843137255","381.714285714286","46.2857142857143"
"2551","2551","","2938","","","","1469","108"
"2552","2552","0.25","7215","4","6.6","1.21310229645094","601.25","53.75"
"2553","2553","0.222222222222222","13553","0","","","1936.14285714286","67.6666666666667"
"2554","2554","0.717948717948718","35260","1","7.12417002012072","13.2956418511066","927.894736842105","55.3076923076923"
"2555","2555","0.5","836","2","6.6","0.683222222222222","167.2","32"
"2556","2556","0.379310344827586","61511","1","2.90701618618594","0.468081330085778","2196.82142857143","79.3448275862069"
"2557","2557","0.5","1776","7","2.6","0.0667333333333333","888","64.5"
"2558","2558","","8252","0","13.6170212765957","6.24842553191489","916.888888888889","92.1"
"2559","2559","0.636363636363636","9398","2","4.54047619047619","1.88952813852814","854.363636363636","57.8181818181818"
"2560","2560","0.888888888888889","4592","1","2.63542372881356","0.789596610169492","574","53"
"2561","2561","0.428571428571429","4225","1","","","603.571428571429","56.1428571428571"
"2562","2562","0.25","5667","3","5.31343283582089","2.72374626865672","708.375","66.375"
"2563","2563","1","2428","10","1.53965672990063","0.0109864498644986","607","56.25"
"2564","2564","0.25","2152","18","4","17.32575","538","76.5"
"2565","2565","1","167","7","1","0.11712","167","21"
"2566","2566","0.571428571428571","2419","4","","","345.571428571429","34.7142857142857"
"2567","2567","0.75","1798","2","4.8","1.1382","449.5","42.75"
"2568","2568","0.722222222222222","14154","2","4.20993243243243","4.03038108108108","832.588235294118","56.6666666666667"
"2569","2569","0.8","2016","3","3.42660550458716","1.69660550458716","403.2","43.2"
"2570","2570","0.75","1142","10","5.2","0.516306930693069","285.5","40.5"
"2571","2571","0.764705882352941","8969","1","5.19490291262136","3.19080097087379","597.933333333333","42.1764705882353"
"2572","2572","1","99","1","2","0.169677777777778","49.5","4.5"
"2573","2573","0.181818181818182","5443","4","6.62075471698113","10.4135094339623","494.818181818182","46.0909090909091"
"2574","2574","0.176470588235294","20502","1","7.48894444444444","92.8085196078431","1206","44.1176470588235"
"2575","2575","1","107","2","","","107","6"
"2576","2576","0.666666666666667","1619","1","10.5","10.1036833333333","202.375","23.3333333333333"
"2577","2577","","297","11","1.5","0.862285714285714","297","33"
"2578","2578","0.571428571428571","3847","1","4.275","3.20704464285714","549.571428571429","56.1428571428571"
"2579","2579","0.5","2867","6","3.848","0.534662222222222","477.833333333333","37"
"2580","2580","0.428571428571429","3444","3","8.96","1.27309677419355","492","60"
"2581","2581","0.428571428571429","2578","6","","","429.666666666667","43.2857142857143"
"2582","2582","1","711","4","2","1.21884","355.5","39"
"2583","2583","0.888888888888889","17659","1","6.28217821782178","1.87571287128713","981.055555555556","39.5"
"2584","2584","0.666666666666667","435","4","3.9","0.671494505494506","217.5","17"
"2585","2585","1","636","22","","","636","66"
"2586","2586","1","3015","1","3","1.55419852941176","753.75","58.8"
"2587","2587","0.8","1273","2","3.73913043478261","0.158101449275362","254.6","34.8"
"2588","2588","0.555555555555556","13707","1","5.74836470225239","7.76671490280778","380.75","43.0833333333333"
"2589","2589","1","1692","1","","","338.4","26.4"
"2590","2590","1","791","8","2.2","1.72578048780488","395.5","42"
"2591","2591","0.875","2523","3","4.57358490566038","1.36466037735849","315.375","34.5"
"2592","2592","0.666666666666667","2521","17","","","840.333333333333","84"
"2593","2593","0.333333333333333","2120","19","1.81578947368421","0.283010526315789","706.666666666667","76"
"2594","2594","1","550","11","","","275","33"
"2595","2595","0.571428571428571","9893","9","3.74013452914798","0.27432735426009","824.416666666667","62.5714285714286"
"2596","2596","0.416666666666667","14110","1","12.0945686900958","8.99625878594249","671.904761904762","54.125"
"2597","2597","0.333333333333333","6397","0","","","2132.33333333333","108"
"2598","2598","1","377","2","1.25106382978723","0.0908617021276596","188.5","21"
"2599","2599","1","751","6","3.9","1.29222916666667","250.333333333333","29"
"2600","2600","0.571428571428571","1474","5","7.7","2.21617073170732","245.666666666667","30.4285714285714"
"2601","2601","1","1667","9","3.6","0.884178571428571","555.666666666667","59"
"2602","2602","1","749","9","2.2","1.99875","374.5","40.5"
"2603","2603","0.6","2511","3","","","502.2","58.2"
"2604","2604","1","282","10","","","282","30"
"2605","2605","1","782","13","1","0.322557522123894","391","46.5"
"2606","2606","0.333333333333333","17461","2","8.1953488372093","1.30691472868217","1455.08333333333","83.75"
"2607","2607","0.0555555555555556","20546","1","10.7632653061224","34.2735306122449","1141.44444444444","74"
"2608","2608","0.75","3788","5","5.2","1.60602542372881","1262.66666666667","66"
"2609","2609","0.444444444444444","41228","1","13.0649171270718","5.84484392265193","1526.96296296296","56.2222222222222"
"2610","2610","0.916666666666667","3049","1","4.7","1.55384666666667","304.9","31.25"
"2611","2611","0.5","2969","3","7.8","1.29988659793814","494.833333333333","50.5"
"2612","2612","0.625","3391","1","6.20487804878049","2.42688617886179","423.875","39.375"
"2613","2613","","310","4","","","310","33"
"2614","2614","0.666666666666667","1619","1","","","323.8","23.5"
"2615","2615","1","328","1","2.2","0.886634146341463","328","19.5"
"2616","2616","1","316","3","2.4","0.661120689655172","158","19.5"
"2617","2617","0.8","1313","2","3.31472081218274","0.920116751269036","262.6","27.6"
"2618","2618","0.6","2964","2","6","5.85040384615385","370.5","45.6"
"2619","2619","1","3028","1","3.6","1.941828125","605.6","41"
"2620","2620","0.75","3244","2","4.4","1.05855454545455","811","72.75"
"2621","2621","0.6","3335","2","6","6.18248148148148","667","46.8"
"2622","2622","1","1259","10","2.8695652173913","0.797717391304348","419.666666666667","45"
"2623","2623","0.666666666666667","310","3","1.66842105263158","1.62222807017544","103.333333333333","15"
"2624","2624","0.5","477","7","","","238.5","25.5"
"2625","2625","0.5","3804","4","","","951","78.75"
"2626","2626","1","742","4","","","247.333333333333","28"
"2627","2627","0.578947368421053","40364","1","3.94393939393939","4.12062396694215","2124.42105263158","83.5263157894737"
"2628","2628","0.8","2881","6","3.01260504201681","1.21851260504202","576.2","61.8"
"2629","2629","0.666666666666667","7275","1","7.1","8.70683333333333","519.642857142857","37.6666666666667"
"2630","2630","1","220","2","","","110","11.25"
"2631","2631","0.555555555555556","1909","1","4.76619718309859","0.460781690140845","212.111111111111","14"
"2632","2632","1","250","8","1.5","0.0337027027027027","250","24"
"2633","2633","1","347","1","3.3","5.42565853658537","173.5","14"
"2634","2634","0.8","2843","1","12","6.99332786885246","355.375","33.6"
"2635","2635","0.777777777777778","9421","1","4.95","13.7622","1046.77777777778","53.3333333333333"
"2636","2636","1","997","1","2.67814726840855","3.95130641330166","249.25","19.8"
"2637","2637","0.75","5717","1","4.66845637583893","3.35135570469799","476.416666666667","47.25"
"2638","2638","0.4","5799","3","3.05263157894737","6.25623157894737","1449.75","72"
"2639","2639","1","1389","7","3.22297297297297","0.754837837837838","347.25","39"
"2640","2640","0.6","1079","4","6","13.4010425531915","215.8","22.2"
"2641","2641","1","319","12","1","0.073","319","36"
"2642","2642","1","2142","1","6","0.524211009174312","428.4","30"
"2643","2643","0.1875","14395","1","5.61016333938294","1.71531760435572","899.6875","59.0625"
"2644","2644","0.304347826086957","26639","0","5.73852875","18.947385","1268.52380952381","54.3913043478261"
"2645","2645","0.521739130434783","8231","2","27.6","9.34473333333333","374.136363636364","44.7391304347826"
"2646","2646","0.4","2907","1","","","726.75","41.4"
"2647","2647","1","1313","10","","","656.5","69"
"2648","2648","0.333333333333333","2252","1","","","375.333333333333","29.5"
"2649","2649","0.285714285714286","3152","4","14","1.079375","450.285714285714","48"
"2650","2650","1","262","10","","","262","30"
"2651","2651","1","395","14","","","395","42"
"2652","2652","0.333333333333333","4436","13","12","5.413","739.333333333333","84"
"2653","2653","0.333333333333333","1590","6","3.3","0.971108910891089","530","54"
"2654","2654","0.714285714285714","5179","1","5.33982300884956","2.78946902654867","398.384615384615","38.1428571428571"
"2655","2655","0.6","4983","1","","","1245.75","78"
"2656","2656","0.5","2289","1","2.6","0.8696","1144.5","16.5"
"2657","2657","1","834","1","5.6","19.319","208.5","21.75"
"2658","2658","1","1499","4","1.54713541666667","0.284896484375","374.75","38.25"
"2659","2659","0.357142857142857","25027","1","19.1130434782609","4.21358260869565","926.925925925926","55.3928571428571"
"2660","2660","0.75","4416","32","4.4","1.63367003367003","1104","102.75"
"2661","2661","","576","20","1.5","0.0996875","576","60"
"2662","2662","0.470588235294118","27800","1","2.33503561418396","0.633105762554964","1635.29411764706","66"
"2663","2663","0.25","2619","0","4.8","18.2581506849315","654.75","60.75"
"2664","2664","1","364","2","","","182","16"
"2665","2665","1","192","7","","","192","21"
"2666","2666","1","675","3","1.89437086092715","0.695794701986755","225","25"
"2667","2667","0.7","4920","2","2.77588213627993","5.37214143646409","546.666666666667","44.4"
"2668","2668","1","406","2","","","406","24"
"2669","2669","1","3242","1","1.6","0.268","3242","3"
"2670","2670","0.705882352941177","13831","1","5.03825665859564","6.98575786924939","922.066666666667","75.7058823529412"
"2671","2671","0.363636363636364","11310","6","11","0.524369230769231","1028.18181818182","69.2727272727273"
"2672","2672","0.818181818181818","12162","1","2.59939736346516","0.0968022598870057","552.818181818182","54.5454545454545"
"2673","2673","0.25","1006","6","4","-1.91568","335.333333333333","23.25"
"2674","2674","0.666666666666667","1442","13","3.9","1.02886363636364","480.666666666667","52"
"2675","2675","0.4375","16981","2","4.27464541181279","3.83253464132434","1061.3125","60.1875"
"2676","2676","0.75","1395","5","2.84778761061947","0.121353982300885","348.75","31.5"
"2677","2677","0.5","9867","1","7.45454545454545","55.6509393939394","822.25","57"
"2678","2678","","2615","11","","","2615","108"
"2679","2679","0.142857142857143","5112","1","7.49","0.22528","730.285714285714","70.2857142857143"
"2680","2680","0.5625","3822","5","","","238.875","22.3125"
"2681","2681","0.5","4856","1","3.79119850187266","3.87830337078652","539.555555555556","48"
"2682","2682","0.727272727272727","7568","0","","","688","56.7272727272727"
"2683","2683","0.5","3943","1","3.0814358974359","0.233513846153846","563.285714285714","50.625"
"2684","2684","0.333333333333333","3896","4","","","974","75.5"
"2685","2685","1","2471","1","5.2","2.28118348623853","823.666666666667","30.75"
"2686","2686","0.571428571428571","5943","1","3.90912162162162","5.11488513513514","990.5","60"
"2687","2687","0.5","4035","3","2.34619883040936","1.82663157894737","504.375","50.625"
"2688","2688","0.481481481481481","28747","1","11.5643835616438","19.5463196347032","1105.65384615385","44.7777777777778"
"2689","2689","0.588235294117647","18151","1","3.1","11.0465","1210.06666666667","72.8823529411765"
"2690","2690","0.666666666666667","6566","1","5.09268292682927","19.0304227642276","820.75","54.6666666666667"
"2691","2691","0.6","6231","18","1.48652882205514","0.660952380952381","1246.2","93"
"2692","2692","0.777777777777778","5312","1","5.85","1.22575185185185","590.222222222222","49.3333333333333"
"2693","2693","0.222222222222222","12269","3","19.8","37.8100512820513","681.611111111111","59.1666666666667"
"2694","2694","","865","6","8","6.120625","288.333333333333","21.75"
"2695","2695","0.75","1256","9","2.53865030674847","0.130061349693252","314","30.75"
"2696","2696","0.428571428571429","6033","3","","","1005.5","59.1428571428571"
"2697","2697","0.5","1940","3","","","970","78"
"2698","2698","0.6","4942","1","","","617.75","54.6"
"2699","2699","1","1004","10","2.4","0.187763636363636","502","52.5"
"2700","2700","0.421052631578947","24059","1","4.44551282051282","2.80560576923077","1266.26315789474","60.7894736842105"
"2701","2701","0.2","18628","1","6.27073036792971","0.0412652388797364","1034.88888888889","64.8"
"2702","2702","0.466666666666667","8104","1","8.45637583892618","1.84971812080537","540.266666666667","33.6"
"2703","2703","0.615384615384615","8665","1","4.87348943661972","0.576859154929578","722.083333333333","46.3846153846154"
"2704","2704","1","872","1","4.6201038961039","2.75055844155844","218","25.5"
"2705","2705","0.5","3563","9","4.125","2.08458125","593.833333333333","56.5"
"2706","2706","0.636363636363636","11554","12","2.48273092369478","0.962789156626506","1050.36363636364","83.4545454545455"
"2707","2707","0.333333333333333","2284","13","","0","761.333333333333","83"
"2708","2708","0.428571428571429","7561","1","8.6030534351145","2.47993129770992","378.05","35.4285714285714"
"2709","2709","0.928571428571429","4106","1","4.55952380952381","2.9560612244898","315.846153846154","30.8571428571429"
"2710","2710","0.4","5401","25","10","113.127666666667","1080.2","82.2"
"2711","2711","0.428571428571429","3725","1","18.2","8.70744871794872","310.416666666667","22.7142857142857"
"2712","2712","0.45","16130","0","10.0186032480265","9.96835213211099","806.5","48"
"2713","2713","0.636363636363636","6498","1","2.17340086580087","0.102567886658796","590.727272727273","38.7272727272727"
"2714","2714","1","895","4","1.86575342465753","0.768328767123288","298.333333333333","34"
"2715","2715","0.857142857142857","2839","5","3.90147058823529","3.00954411764706","405.571428571429","43.7142857142857"
"2716","2716","0.909090909090909","3632","1","12.1","3.35754666666667","330.181818181818","23.4545454545455"
"2717","2717","0.4","4301","1","10","0.742662790697674","430.1","33.9"
"2718","2718","0.461538461538462","17228","1","2.93455882352941","2.79004411764706","1325.23076923077","75.4615384615385"
"2719","2719","0.384615384615385","21607","1","5.21303258145363","0.862548872180451","1662.07692307692","72.2307692307692"
"2720","2720","0.523809523809524","27540","1","4.22159090909091","2.84369480519481","1377","76.5714285714286"
"2721","2721","","2970","11","4.4","5.02365","742.5","60.75"
"2722","2722","1","954","1","","","477","49.5"
"2723","2723","0.888888888888889","16264","3","1.87823490378235","0.159482415394824","903.555555555556","55.6666666666667"
"2724","2724","0.545454545454545","7065","4","4.11304347826087","3.33841739130435","642.272727272727","54.2727272727273"
"2725","2725","0.666666666666667","1471","4","3.9","0.942514285714286","490.333333333333","53"
"2726","2726","1","892","30","","","892","90"
"2727","2727","0.454545454545455","4404","2","","","550.5","49.0909090909091"
"2728","2728","0.192307692307692","6101","1","15.6","3.9756380952381","338.944444444444","15.3461538461538"
"2729","2729","0.6","7679","3","2.543720657277","0.834117370892019","853.222222222222","59.7"
"2730","2730","0.4","6834","27","5.625","18.5865","1708.5","87"
"2731","2731","0.3","6396","2","5.47107438016529","3.70314049586777","710.666666666667","52.5"
"2732","2732","1","2110","20","1.21","0.08926","703.333333333333","71"
"2733","2733","0.857142857142857","4575","8","3.94114583333333","1.54653645833333","653.571428571429","44.1428571428571"
"2734","2734","1","836","29","1","0.3884","836","87"
"2735","2735","0.727272727272727","4514","1","12.1","15.3848888888889","501.555555555556","44.1818181818182"
"2736","2736","0.75","1812","3","4.8","0.147712643678161","604","43.5"
"2737","2737","1","224","1","2.6","0.05755","224","13.5"
"2738","2738","1","2425","1","2.52670807453416","0.855683229813665","606.25","43.5"
"2739","2739","1","1289","10","","","429.666666666667","46"
"2740","2740","1","634","5","2.6","0.247666666666667","317","34.5"
"2741","2741","1","1481","17","2.4","1.41629921259843","740.5","78"
"2742","2742","0.666666666666667","4590","7","2.7","0.253216666666667","1530","79"
"2743","2743","0.375","9377","3","37.5172413793103","3.99368965517241","302.483870967742","30.09375"
"2744","2744","0.571428571428571","7642","8","2.53898305084746","1.13734576271186","1091.71428571429","65.5714285714286"
"2745","2745","0.777777777777778","4898","1","3.36185567010309","0.821896907216495","544.222222222222","42"
"2746","2746","1","250","10","","","250","30"
"2747","2747","0.625","4835","1","5.19738562091503","1.30960130718954","805.833333333333","36.75"
"2748","2748","0.5","23793","3","2.9948905109489","0.654448905109489","1189.65","72"
"2749","2749","0.444444444444444","64813","1","26.7395630120952","136.154970737417","1028.77777777778","52.0476190476191"
"2750","2750","1","2259","2","3","1.65396062992126","451.8","40.2"
"2751","2751","0.777777777777778","2661","5","2.67486678507993","0.627076376554174","295.666666666667","26.6666666666667"
"2752","2752","0.137931034482759","31543","3","7.19862269503546","11.2732808510638","1087.68965517241","75.7241379310345"
"2753","2753","0.684210526315789","14502","1","4.35882352941176","1.08556078431373","763.263157894737","56.8421052631579"
"2754","2754","0.4","1858","0","2.0219298245614","0.144035087719298","371.6","34.2"
"2755","2755","0.6","5045","0","3.99751243781095","9.59578358208955","560.555555555556","43.2"
"2756","2756","0.833333333333333","1407","8","1.73817391304348","0.00369739130434783","234.5","49.5"
"2757","2757","0.5","10942","5","12.9230666666667","0.30525","1563.14285714286","79.125"
"2758","2758","1","570","7","2.6","0.0842990654205607","285","31.5"
"2759","2759","1","752","12","1.43087248322148","0.0134228187919463","376","45"
"2760","2760","0.75","3118","24","4.10526315789474","1.18031578947368","779.5","89.25"
"2761","2761","0.666666666666667","2738","3","","","456.333333333333","40"
"2762","2762","0.615384615384615","23700","1","3.31177685950413","2.62995661157025","1975","72.2307692307692"
"2763","2763","1","3772","4","7.8","3.22494444444444","628.666666666667","60"
"2764","2764","0.75","2818","9","1.94862745098039","0.554988235294118","704.5","62.25"
"2765","2765","0.6","2331","4","6.5","-0.0141129032258065","466.2","56.4"
"2766","2766","0.5","11925","1","3.44955752212389","10.8759174041298","993.75","76"
"2767","2767","0.5","2034","3","3.47368421052632","5.08382894736842","339","40"
"2768","2768","0.3125","16102","1","3.72545155993432","0.0420262725779967","1006.375","65.4375"
"2769","2769","0.75","905","8","","","226.25","21.75"
"2770","2770","0.318181818181818","16756","1","6.25688073394495","0.977114678899083","797.904761904762","66.5454545454545"
"2771","2771","0.5","1439","25","2","35.5186862745098","719.5","75"
"2772","2772","0.25","8253","1","8","0.812121212121212","1031.625","70.125"
"2773","2773","0.8","10955","3","3.40686274509804","0.343264705882353","1095.5","65.1"
"2774","2774","1","462","3","","","231","27"
"2775","2775","1","582","3","3.9","0.796896907216495","194","22"
"2776","2776","0.857142857142857","3991","1","7","72.8820967741935","570.142857142857","15.4285714285714"
"2777","2777","0.5","31917","1","3.4178731478097","7.01526341088252","997.40625","60.5294117647059"
"2778","2778","0.692307692307692","7657","4","2.25232105420785","0.227092243186583","589","57.9230769230769"
"2779","2779","0.4","3526","9","1.87544802867384","1.52281003584229","705.2","70.2"
"2780","2780","0.647058823529412","9725","1","3.17333333333333","1.24789552238806","572.058823529412","47.2941176470588"
"2781","2781","0.333333333333333","28978","1","12.4242424242424","0.598616161616162","1207.41666666667","60.25"
"2782","2782","0.307692307692308","17880","1","7.54","40.3203128205128","1375.38461538462","30.9230769230769"
"2783","2783","0.333333333333333","2025","3","","0","675","81"
"2784","2784","0.75","7989","0","9.27123287671233","1.91995890410959","499.3125","37.6875"
"2785","2785","0.777777777777778","5970","10","9.9","6.3612037037037","663.333333333333","58.3333333333333"
"2786","2786","0.5","1142","1","2.3175","3.15355","380.666666666667","23.25"
"2787","2787","0.538461538461538","39739","1","4.66005501222494","0.910822738386308","1528.42307692308","74.1923076923077"
"2788","2788","0.777777777777778","9102","1","1.89671457905544","0.0314209445585216","1011.33333333333","71.3333333333333"
"2789","2789","0.416666666666667","9573","0","16.8","23.2752173913043","797.75","37.25"
"2790","2790","1","851","2","","","283.666666666667","25.5"
"2791","2791","1","671","10","2","0.638655555555556","335.5","37.5"
"2792","2792","0.666666666666667","1122","1","7.8","1.6332268907563","374","27.5"
"2793","2793","0.166666666666667","11820","1","","","985","43"
"2794","2794","1","1221","4","","","407","43"
"2795","2795","0.333333333333333","14112","1","4.35966386554622","1.03174117647059","830.117647058824","56"
"2796","2796","1","4592","13","3.6","1.60199453551913","765.333333333333","79"
"2797","2797","1","424","6","2","0.03321","212","22.5"
"2798","2798","0.111111111111111","11162","3","3.58367821782178","0.563877887788779","1240.22222222222","92.6666666666667"
"2799","2799","0.555555555555556","42020","0","4.82903059745209","0.282625546594399","1616.15384615385","52.2222222222222"
"2800","2800","0.75","1789","10","1.61519861830743","0.649943005181347","447.25","47.25"
"2801","2801","1","184","1","3.6","24.3570710059172","184","8"
"2802","2802","0.625","12939","3","2.46950458715596","1.18261009174312","1617.375","82.5"
"2803","2803","0.222222222222222","9629","0","5.70337078651685","0.534494382022472","1069.88888888889","58"
"2804","2804","1","537","6","2.6","0.548363636363636","268.5","30"
"2805","2805","1","442","3","","","221","22.5"
"2806","2806","1","1499","4","2.45401459854015","0.104098540145985","374.75","22.5"
"2807","2807","0.727272727272727","3513","1","8.47407407407407","1.10975925925926","390.333333333333","30"
"2808","2808","0.666666666666667","2115","5","","","705","59"
"2809","2809","0.444444444444444","12378","13","5.31","3.20643","1375.33333333333","96.6666666666667"
"2810","2810","0.333333333333333","7179","1","2.12512315270936","1.38499014778325","1196.5","85"
"2811","2811","0.666666666666667","5010","0","6","2.321625","835","54"
"2812","2812","0.363636363636364","13524","10","4.7295358649789","2.08105907172996","1229.45454545455","84.5454545454545"
"2813","2813","0.666666666666667","2377","2","6.6","26.46284","396.166666666667","41"
"2814","2814","0.5","799","1","4.4","2.0495","266.333333333333","19.5"
"2815","2815","0.5","18265","4","7.51115241635688","21.3629739776952","1014.72222222222","63.8333333333333"
"2816","2816","1","2129","2","","","709.666666666667","54"
"2817","2817","0.166666666666667","3037","5","","","253.083333333333","19"
"2818","2818","0.6","3024","1","","","756","76.2"
"2819","2819","0.583333333333333","13939","1","6.2716577540107","10.4632192513369","1267.18181818182","62.75"
"2820","2820","0.857142857142857","6191","4","8.4","16.18144","884.428571428571","57"
"2821","2821","0.56","27252","0","7.67746913580247","17.959837037037","1135.5","56.76"
"2822","2822","0.333333333333333","4972","13","3.44615384615385","1.00577777777778","828.666666666667","76"
"2823","2823","0.666666666666667","4086","4","1.67731172545281","0.578160152526215","1362","76"
"2824","2824","0.454545454545455","13407","1","13.2","0.817301886792453","1340.7","71.7272727272727"
"2825","2825","0.5","4153","8","3.29438202247191","1.15681647940075","830.6","45"
"2826","2826","0.333333333333333","1894","20","3.6","0.32024","631.333333333333","56"
"2827","2827","0.333333333333333","5073","15","3.45","1.6871","845.5","60"
"2828","2828","1","1433","5","3.6","0.794261682242991","477.666666666667","50"
"2829","2829","0.5","535","6","","","267.5","25.5"
"2830","2830","0.666666666666667","6700","6","7.07142857142857","2.67369642857143","1116.66666666667","88.5"
"2831","2831","0.875","6843","2","8","33.8807","977.571428571429","57"
"2832","2832","0.272727272727273","8021","0","15.4","5.357","729.181818181818","64.0909090909091"
"2833","2833","0.538461538461538","24656","7","2.14610874200426","2.88165884861407","948.307692307692","71.5384615384615"
"2834","2834","0.538461538461538","15129","1","2.49571428571429","0.223771062271062","1163.76923076923","75.9230769230769"
"2835","2835","0.875","1655","2","10.4","2.53301587301587","206.875","22.875"
"2836","2836","1","5156","1","2.83162241887906","0.848672566371681","644.5","55.875"
"2837","2837","1","1421","4","","","473.666666666667","28"
"2838","2838","0.5","1518","1","2.4145251396648","-5.58659217877095e-06","379.5","60.5"
"2839","2839","1","1359","1","","","679.5","48"
"2840","2840","0.166666666666667","13124","1","12","9.95078571428571","1093.66666666667","71.75"
"2841","2841","0.8","2701","1","3.1","1.73223870967742","540.2","28.8"
"2842","2842","0.470588235294118","8464","5","6.36351351351351","0.785081081081081","497.882352941176","33"
"2843","2843","0.75","3113","4","2.27844827586207","7.58852586206897","778.25","72.75"
"2844","2844","0.7","5225","1","12","40.6261","522.5","50.4"
"2845","2845","1","2868","2","10.4","6.97205172413793","358.5","34.875"
"2846","2846","1","1730","11","2.4","0.054","865","70.5"
"2847","2847","1","697","3","2.6","0.592604166666667","348.5","36"
"2848","2848","0.666666666666667","686","8","1.82222222222222","0.633259259259259","228.666666666667","33"
"2849","2849","0.888888888888889","5842","2","1.61346758967904","0.11659765051395","730.25","51.6666666666667"
"2850","2850","1","787","1","4.8","3.10416483516483","262.333333333333","21.75"
"2851","2851","0.5","1521","0","","","380.25","7.5"
"2852","2852","0.285714285714286","4022","10","2.20690376569038","0.989748953974895","574.571428571429","58.7142857142857"
"2853","2853","0.692307692307692","4829","3","2.88010139416984","1.41025285171103","402.416666666667","36.4615384615385"
"2854","2854","1","1513","1","","","1513","55.5"
"2855","2855","0.384615384615385","7123","2","13","0.709093333333333","593.583333333333","54.6923076923077"
"2856","2856","0.615384615384615","7265","1","3.08333333333333","3.78268205128205","605.416666666667","43.6153846153846"
"2857","2857","1","2606","36","","","2606","108"
"2858","2858","0.5","521","2","8","1.89090476190476","130.25","27.75"
"2859","2859","0.421052631578947","12407","1","12.4385093167702","8.40034782608696","653","46.2631578947368"
"2860","2860","0.142857142857143","9789","0","","","1398.42857142857","48.4285714285714"
"2861","2861","0.333333333333333","5793","13","","","965.5","56"
"2862","2862","1","1079","7","3.6","8.75713888888889","359.666666666667","39"
"2863","2863","0.5","319","4","1.13811881188119","0.405529702970297","159.5","19.5"
"2864","2864","0.666666666666667","11340","1","4.42275449101796","8.06602395209581","945","51.5"
"2865","2865","0.4","6562","0","5.57142857142857","2.0956","656.2","37.8"
"2866","2866","0.722222222222222","5970","1","12.3","5.21662222222222","331.666666666667","35.8333333333333"
"2867","2867","0.666666666666667","2869","1","7.8","6.385125","478.166666666667","26.5"
"2868","2868","0.45","27721","1","14.0000888888889","25.3745688888889","1386.05","65.7"
"2869","2869","0.888888888888889","4640","1","4.80375","12.7469375","515.555555555556","7"
"2870","2870","0.75","2475","3","5.98139534883721","6.68740697674419","309.375","45"
"2871","2871","0.6","1499","5","1.48546511627907","0.654967441860465","299.8","31.8"
"2872","2872","0.8125","22218","1","5.88387096774194","2.92625806451613","694.3125","44.8125"
"2873","2873","0.444444444444444","67058","1","12.1533834586466","10.9843533834586","1524.04545454545","58.4"
"2874","2874","0.6","6795","1","4.29375","0.810184615384615","453","35.4"
"2875","2875","0.75","1769","3","2.2970297029703","1.35164356435644","442.25","46.5"
"2876","2876","0.625","9486","1","19.2","16.4524339622642","677.571428571429","37.125"
"2877","2877","0.428571428571429","10330","5","12.8386363636364","11.2901818181818","491.904761904762","48"
"2878","2878","1","2219","8","3.3","0.639781609195402","739.666666666667","58"
"2879","2879","0.5","9056","2","","","1132","64.875"
"2880","2880","1","4726","1","10.8","43.5506260869565","675.142857142857","32.6666666666667"
"2881","2881","0.625","8500","1","6.22266009852217","1.79399261083744","1062.5","57.75"
"2882","2882","1","627","1","2.4","0.0812727272727273","313.5","33"
"2883","2883","0.833333333333333","2100","1","2.63846153846154","0.253235897435897","350","31"
"2884","2884","0.764705882352941","14428","1","2.86387836301629","0.584137931034483","901.75","57.5294117647059"
"2885","2885","0.315789473684211","9335","0","6.58076923076923","0.898279352226721","491.315789473684","41.8421052631579"
"2886","2886","0.5","4051","1","8.4","3.68352727272727","810.2","62"
"2887","2887","0.636363636363636","10310","1","4.37492877492878","11.7263547008547","937.272727272727","56.4545454545455"
"2888","2888","0.666666666666667","4389","1","7.2","10.7345","877.8","56"
"2889","2889","1","487","2","2.6","1.14375438596491","243.5","27"
"2890","2890","0.5","3282","6","6","3.48926666666667","547","50"
"2891","2891","0.6","3987","1","5.5","0.683493975903614","996.75","42"
"2892","2892","0.5","1891","26","","","630.333333333333","51.75"
"2893","2893","1","3245","5","2.81783439490446","0.777828025477707","811.25","59.25"
"2894","2894","0.615384615384615","14245","9","3.75649350649351","0.346806753246753","1095.76923076923","64.1538461538462"
"2895","2895","0.875","2844","3","2.60203045685279","1.0788883248731","355.5","38.25"
"2896","2896","0.8","1830","2","2.9","0.280066666666667","366","42.6"
"2897","2897","0.714285714285714","6095","1","3.81421725239617","0.658884984025559","507.916666666667","47.1428571428571"
"2898","2898","0.857142857142857","3311","2","3.95524475524475","1.71337412587413","473","48.8571428571429"
"2899","2899","0.8125","12104","1","4.03272727272727","5.25011636363636","806.933333333333","49.6875"
"2900","2900","0.5","739","11","1","0.0245813008130081","369.5","40.5"
"2901","2901","0.583333333333333","22205","2","30.4","46.7784","965.434782608696","47.125"
"2902","2902","1","545","5","2.6","0.0395294117647059","272.5","30"
"2903","2903","1","2889","12","","","963","39"
"2904","2904","1","3345","1","7.2","0.873132075471698","557.5","32.5"
"2905","2905","0.3","9845","1","12","18.4829866666667","984.5","71.7"
